,Fx,Fy,Fz,Tx,Ty,Tz,Failure_type
0,-0.9333333333333333,-0.8666666666666667,62.53333333333333,-2.8666666666666667,-0.6666666666666666,0.0,normal
1,-0.8666666666666667,-0.6666666666666666,62.13333333333333,-3.533333333333333,-1.3333333333333333,-0.26666666666666666,normal
2,-0.6666666666666666,-0.5333333333333333,61.13333333333333,-4.0,-1.9333333333333333,-0.26666666666666666,normal
3,-0.4,0.13333333333333333,62.2,-6.2,-1.0666666666666667,-0.3333333333333333,normal
4,-0.6,-0.26666666666666666,60.6,-7.0,-2.8,-0.13333333333333333,normal
5,-1.0,2.0,59.333333333333336,-10.133333333333333,-3.2666666666666666,-0.2,normal
6,-0.8666666666666667,-1.0,58.8,-7.133333333333334,-3.466666666666667,-0.06666666666666667,normal
7,-0.6666666666666666,0.13333333333333333,59.13333333333333,-9.533333333333333,-2.8666666666666667,0.0,normal
8,-0.6666666666666666,0.8,58.666666666666664,-11.2,-3.8,0.2,normal
9,-0.9333333333333333,-0.9333333333333333,63.06666666666667,-2.533333333333333,-0.6666666666666666,0.0,normal
10,-0.8666666666666667,-0.7333333333333333,62.53333333333333,-3.2666666666666666,-0.9333333333333333,-0.2,normal
11,-0.4,-0.8,61.53333333333333,-3.933333333333333,-1.9333333333333333,-0.26666666666666666,normal
12,-0.8666666666666667,0.2,61.4,-6.2,-1.5333333333333334,-0.2,normal
13,-0.3333333333333333,-0.9333333333333333,60.13333333333333,-5.6,-2.3333333333333335,-0.4666666666666667,normal
14,-0.8666666666666667,0.6666666666666666,61.93333333333333,-8.533333333333333,-2.8666666666666667,-0.26666666666666666,normal
15,-1.2666666666666666,1.0666666666666667,58.53333333333333,-9.666666666666666,-4.266666666666667,-0.3333333333333333,normal
16,-0.9333333333333333,-0.13333333333333333,58.13333333333333,-8.733333333333333,-3.7333333333333334,0.5333333333333333,normal
17,-0.6,0.8,58.2,-11.4,-3.2,-0.4,normal
18,6.6,3.066666666666667,62.0,-17.533333333333335,13.2,0.4,collision
19,10.333333333333334,6.4,65.0,-16.4,23.4,0.6666666666666666,collision
20,-11.4,-3.0,65.86666666666666,-13.066666666666666,8.666666666666666,5.333333333333333,collision
21,6.8,-7.066666666666666,62.4,5.6,10.733333333333333,-2.066666666666667,collision
22,4.466666666666667,3.0,60.666666666666664,2.533333333333333,5.866666666666666,0.7333333333333333,collision
23,-22.533333333333335,20.666666666666668,66.0,-25.0,-27.266666666666666,-5.066666666666666,collision
24,-8.2,-5.133333333333334,58.93333333333333,6.666666666666667,-21.8,-2.0,collision
25,-4.2,-1.8,58.2,-8.2,13.333333333333334,-3.3333333333333335,collision
26,3.3333333333333335,-2.3333333333333335,57.733333333333334,-5.866666666666666,1.3333333333333333,0.26666666666666666,collision
27,-1.8666666666666667,-0.9333333333333333,66.8,-16.866666666666667,7.266666666666667,-0.5333333333333333,collision
28,-3.4,1.0666666666666667,59.2,-8.666666666666666,-10.466666666666667,-0.4666666666666667,collision
29,2.4,-8.066666666666666,57.2,2.8666666666666667,-0.13333333333333333,-0.8,collision
30,2.8666666666666667,-10.6,52.6,4.0,0.5333333333333333,-0.3333333333333333,collision
31,-1.0,-1.4666666666666666,60.06666666666667,-5.133333333333334,-3.066666666666667,-1.4,collision
32,1.4666666666666666,2.0,61.733333333333334,-6.4,-6.066666666666666,0.8666666666666667,collision
33,11.533333333333333,3.1333333333333333,58.8,35.666666666666664,45.666666666666664,-10.266666666666667,collision
34,-5.466666666666667,14.266666666666667,62.6,-29.6,-12.266666666666667,-0.4666666666666667,collision
35,-11.4,29.933333333333334,-138.2,46.266666666666666,63.2,3.8666666666666667,obstruction
36,7.2,-24.066666666666666,-279.06666666666666,-160.33333333333334,-103.13333333333334,1.5333333333333334,obstruction
37,-1.0,-19.8,-142.8,-28.6,1.2,-1.7333333333333334,obstruction
38,-0.2,-4.533333333333333,-78.33333333333333,-17.266666666666666,5.866666666666666,-1.1333333333333333,obstruction
39,-12.533333333333333,-7.2,-151.66666666666666,-72.06666666666666,14.066666666666666,1.7333333333333334,obstruction
40,-0.4,1.0666666666666667,60.333333333333336,-11.733333333333333,-4.666666666666667,-1.2666666666666666,normal
41,-4.333333333333333,11.866666666666667,-102.26666666666667,-27.266666666666666,-16.466666666666665,-2.066666666666667,obstruction
42,-0.26666666666666666,0.4666666666666667,62.266666666666666,-9.8,-3.466666666666667,-0.26666666666666666,normal
43,-5.2,3.2666666666666666,-113.46666666666667,-34.6,-0.9333333333333333,-1.5333333333333334,obstruction
44,-12.866666666666667,29.533333333333335,-192.73333333333332,113.26666666666667,23.733333333333334,4.733333333333333,obstruction
45,-5.466666666666667,22.133333333333333,-250.93333333333334,160.73333333333332,37.333333333333336,2.1333333333333333,obstruction
46,-5.666666666666667,-73.2,-704.4,-410.6666666666667,-94.13333333333334,18.2,obstruction
47,-15.533333333333333,-78.06666666666666,-662.1333333333333,-423.4,-151.33333333333334,32.2,obstruction
48,-15.0,-81.26666666666667,-701.7333333333333,-449.06666666666666,-155.66666666666666,32.06666666666667,obstruction
49,-7.733333333333333,11.2,-95.73333333333333,-40.93333333333333,-5.533333333333333,0.3333333333333333,obstruction
50,5.0,3.8666666666666667,-135.93333333333334,-26.133333333333333,-117.46666666666667,-4.733333333333333,obstruction
51,-30.6,-17.733333333333334,-383.53333333333336,-248.0,60.6,6.066666666666666,obstruction
52,-13.4,57.4,-232.06666666666666,-198.33333333333334,-64.26666666666667,-4.933333333333334,fr_collision
53,-22.733333333333334,125.46666666666667,-881.0,-376.3333333333333,-109.06666666666666,-13.333333333333334,obstruction
54,6.333333333333333,9.666666666666666,22.333333333333332,-29.8,17.133333333333333,0.3333333333333333,fr_collision
55,9.733333333333333,12.2,-6.266666666666667,-33.733333333333334,24.666666666666668,1.2,fr_collision
