,Fx,Fy,Fz,Tx,Ty,Tz,Failure_type
0,-2.0,1.4666666666666666,19.4,5.0,-5.6,-0.6666666666666666,normal
1,-1.7333333333333334,2.0,20.8,5.0,-6.466666666666667,-0.6666666666666666,normal
2,-2.0,1.6666666666666667,22.666666666666668,4.4,-5.933333333333334,-1.0,normal
3,-2.933333333333333,1.3333333333333333,19.866666666666667,4.333333333333333,-7.2,-0.6666666666666666,normal
4,-2.1333333333333333,1.5333333333333334,20.333333333333332,3.8666666666666667,-6.8,-0.4666666666666667,normal
5,-2.066666666666667,1.3333333333333333,19.266666666666666,3.6,-5.4,-0.5333333333333333,normal
6,-1.5333333333333334,1.2666666666666666,17.333333333333332,4.066666666666666,-5.333333333333333,0.06666666666666667,normal
7,-2.1333333333333333,1.2,19.733333333333334,3.3333333333333335,-5.6,0.26666666666666666,normal
8,-0.6666666666666666,1.8,20.066666666666666,3.8,-5.6,0.5333333333333333,normal
9,0.0,0.7333333333333333,16.066666666666666,1.6,-5.2,-0.26666666666666666,normal
10,0.2,0.6,15.533333333333333,1.4666666666666666,-5.2,-0.26666666666666666,normal
11,0.6,0.4,17.666666666666668,1.4,-4.733333333333333,-0.4,normal
12,0.2,0.3333333333333333,15.466666666666667,1.0,-4.933333333333334,-0.4,normal
13,0.13333333333333333,0.3333333333333333,15.2,0.5333333333333333,-5.266666666666667,-0.4666666666666667,normal
14,0.06666666666666667,0.2,14.666666666666666,0.4,-5.333333333333333,-0.6,normal
15,-1.0,1.4666666666666666,17.466666666666665,3.933333333333333,-6.2,0.2,normal
16,-2.2666666666666666,0.9333333333333333,18.733333333333334,2.0,-5.8,0.3333333333333333,normal
17,-1.4,1.0,20.066666666666666,3.7333333333333334,-5.866666666666666,-0.2,normal
18,-4.0,0.4,8.666666666666666,5.533333333333333,-1.0,1.4666666666666666,normal
19,-4.133333333333334,1.2,6.4,4.533333333333333,-1.1333333333333333,1.8,normal
20,-3.6,-0.2,7.0,4.866666666666666,-1.8,1.5333333333333334,normal
21,-4.0,0.06666666666666667,6.0,4.4,-2.4,1.6,normal
22,-4.2,0.7333333333333333,6.133333333333334,5.466666666666667,-2.3333333333333335,1.6666666666666667,normal
23,-4.066666666666666,-0.13333333333333333,7.266666666666667,4.2,-1.0666666666666667,1.4666666666666666,normal
24,0.13333333333333333,2.8,23.933333333333334,-4.2,10.8,-2.7333333333333334,collision
25,12.6,-7.066666666666666,30.333333333333332,4.533333333333333,31.933333333333334,0.5333333333333333,collision
26,6.266666666666667,-2.2,4.6,4.133333333333334,9.266666666666667,-0.5333333333333333,collision
27,-0.7333333333333333,1.9333333333333333,7.466666666666667,-0.5333333333333333,-1.3333333333333333,-0.8666666666666667,collision
28,-2.3333333333333335,0.06666666666666667,-0.2,-0.8,-3.8,-4.866666666666666,collision
29,-8.266666666666667,4.0,3.066666666666667,-4.0,-9.866666666666667,-0.8666666666666667,collision
